judul_berita;portal_media;tanngal_publikasi;url;hasil_sentimen;olahan_teks
"Pilih Gibran Rakabuming Jadi Cawapres Banjir Kritik, Kubu Prabowo Subianto: 
Daripada Tua Koruptor - Ayo Jakarta";Ayo Jakarta Com;16/11/2023;https://www.ayojakarta.com/news/7610885270/pilih-gibran-rakabuming-jadi-cawapres-banjir-kritik-kubu-prabowo-subianto-daripada-tua-koruptor;netral;pilih gibran rakabuming cawapres banjir kritik kubu prabowo subianto tua koruptor ayo jakarta
Prabowo Dinilai Mampu Menguatkan Posisi Indonesia di Pentas Dunia;Tribun Jabar;16/11/2023;https://jabar.tribunnews.com/2023/11/16/prabowo-dinilai-mampu-menguatkan-posisi-indonesia-di-pentas-dunia;netral;prabowo nilai kuat posisi indonesia pentas dunia
"Gibran Rakabuming Bantah Isu Megawati Menolak Salaman dengan Kaesang: 
Beliau Masih Menerima Kami! - Ayo Jakarta";Ayo Jakarta Com;16/11/2023;https://www.ayojakarta.com/news/7610885736/gibran-rakabuming-bantah-isu-megawati-menolak-salaman-dengan-kaesang-beliau-masih-menerima-kami;netral;gibran rakabuming bantah isu megawati tolak salam kaesang terima ayo jakarta
Prihatin Pesawat TNI AU Jatuh di Pasuruan, Syarief Hasan ...;Politik;16/11/2023;https://politik.rmol.id/read/2023/11/16/597522/prihatin-pesawat-tni-au-jatuh-di-pasuruan-syarief-hasan-soroti-umur-pesawat;netral;prihatin pesawat tni jatuh pasuruan syarief hasan
"Ganjar Dapat Laporan Kepala Daerah Diintimidasi Aparat, TPN: Ada Sedikit 
Berbau Ancaman - Kompas.com";KOMPAS.com;16/11/2023;https://nasional.kompas.com/read/2023/11/16/22030201/ganjar-dapat-laporan-kepala-daerah-diintimidasi-aparat-tpn-ada-sedikit;netral;ganjar lapor kepala daerah intimidasi aparat tpn bau ancam kompas com
Kementerian Komunikasi dan Informatika;Kementerian Komunikasi dan Informatika;16/11/2023;https://www.kominfo.go.id/content/detail/52976/daftar-121-produk-diharamkan-mui-karena-terafiliasi-israel-awas-hoaks/0/berita_satker;netral;menteri komunikasi informatika
"Kantor BUMD Sugih Mukti Cianjur Digeledah Penyidik Kejari Cianjur Terkait 
Korupsi Sektor Pertanian";Tribun Jabar;16/11/2023;https://jabar.tribunnews.com/2023/11/16/kantor-bumd-sugih-mukti-cianjur-digeledah-penyidik-kejari-cianjur-terkait-korupsi-sektor-pertanian;netral;kantor bumd sugih mukti cianjur geledah sidik kejar cianjur kait korupsi sektor tani
"Hati-hati, ASN Pose Jari Dukung Capres Bisa Dipecat, Ini 10 Pose yang 
Dilarang";Bisnis Tempo;16/11/2023;https://bisnis.tempo.co/read/1797550/hati-hati-asn-pose-jari-dukung-capres-bisa-dipecat-ini-10-pose-yang-dilarang;negatif;hati hati pose jari dukung capres pecat pose larang
El Nino Pengaruhi Intensitas Hujan, BMKG: Potensi Bencana ...;News;16/11/2023;https://news.republika.co.id/berita/s47siw414/el-nino-pengaruhi-intensitas-hujan-bmkg-potensi-bencana-hidrometeorologi-masih-tinggi;netral;nino pengaruh intensitas hujan bmkg potensi bencana
6 Fakta Menarik Sibolga Dijuluki Kota Terkecil di Indonesia ...;RILIS ID;16/11/2023;https://rilis.id/Daerah/Berita/6-Fakta-Menarik-Sibolga-Dijuluki-Kota-Terkecil-di-Indonesia-dengan-Luas-1077-Km2-drHG8JL;netral;fakta tarik sibolga juluk kota indonesia
Nasib IKN Setelah Jokowi hingga Kesepakatan Hamas Israel;CNBC Indonesia;16/11/2023;https://www.cnbcindonesia.com/news/20231116210526-8-489703/nasib-ikn-setelah-jokowi-hingga-kesepakatan-hamas-israel;netral;nasib jokowi sepakat hamas israel
"Bikin Haru, Bocah 4 Tahun Minta Ayahnya Jual Mobil Kesayangan Buat Bantu 
Palestina";Viva;16/11/2023;https://www.viva.co.id/trending/1658165-bikin-haru-bocah-4-tahun-minta-ayahnya-jual-mobil-kesayangan-buat-bantu-palestina;netral;bikin bocah ayah jual mobil sayang palestina
Sinopsis Film Call Me Chihiro, Perjuangan Melawan ...;RILIS ID;16/11/2023;https://rilis.id/Hiburan/Berita/Sinopsis-Film-Call-Me-Chihiro-Perjuangan-Melawan-Kesendirian-dan-Meninggalkan-Masa-Lalu-yang-Kelam-Mf30lPL;positif;sinopsis film call chihiro juang lawan
Sikap Tegas Jokowi di OKI, MUI: Itu Sesuai Harapan ...;indoposco;16/11/2023;https://indoposco.id/nasional/2023/11/16/sikap-tegas-jokowi-di-oki-mui-itu-sesuai-harapan-masyarakat-indonesia;netral;sikap jokowi oki mui harap
"Aprindo Desak Pemerintah Lunasi Utang Rafaksi Minyak Goreng Sebelum Akhir 
2023";Bisnis Tempo;16/11/2023;https://bisnis.tempo.co/read/1797544/aprindo-desak-pemerintah-lunasi-utang-rafaksi-minyak-goreng-sebelum-akhir-2023;netral;aprindo desak perintah lunas utang rafaksi minyak goreng
BPS Sebut Ekspor Papua ke Tiongkok Capai USD 138, 38 Juta pada Oktober 2023;Bisnis Tempo;16/11/2023;https://bisnis.tempo.co/read/1797353/bps-sebut-ekspor-papua-ke-tiongkok-capai-usd-138-38-juta-pada-oktober-2023;netral;bps ekspor papua tiongkok capai usd juta oktober
Apakah Anjing Menguap Merupakan Cerminan Isyarat dengan Tuannya?;Tekno Tempo.co;16/11/2023;https://tekno.tempo.co/read/1797785/apakah-anjing-menguap-merupakan-cerminan-isyarat-dengan-tuannya;netral;anjing uap cermin isyarat tuan
Hotel Santika Semarang Suguhkan Kuliner “Barbeque Night”;KuasaKata.com;16/11/2023;https://kuasakata.com/read/senggang/81747-hotel-santika-semarang-suguhkan-kuliner-barbeque-night;positif;hotel santika sarang suguh kuliner barbeque night
"Program Perumahan Prabowo-Gibran Bangun Rumah di Desa dan Kota, Ini 
Rinciannya";Detik;17/11/2023;https://www.detik.com/properti/berita/d-7042244/program-perumahan-prabowo-gibran-bangun-rumah-di-desa-dan-kota-ini-rinciannya;netral;program rumah prabowo gibran bangun rumah desa kota rinciannya
Dukungan Warga Jateng Terus Beralih ke Prabowo-Gibran - Radar Kudus;Radar Kudus;17/11/2023;https://radarkudus.jawapos.com/nasional/693297325/dukungan-warga-jateng-terus-beralih-ke-prabowo-gibran;netral;dukung jateng alih prabowo gibran radar kudus
Representasi Generasi Muda, Milenial Pilih Prabowo-Gibran di Pilpres 2024;Tribun Jabar;17/11/2023;https://jabar.tribunnews.com/2023/11/17/representasi-generasi-muda-milenial-pilih-prabowo-gibran-di-pilpres-2024;netral;representasi generasi muda milenial pilih prabowo gibran pilpres
"Ridwan Kamil Jadi Ketua Tim Kampanye Daerah Prabowo-Gibran di Jawa Barat - 
Kompas.com";KOMPAS.com;17/11/2023;https://nasional.kompas.com/read/2023/11/17/17531921/ridwan-kamil-jadi-ketua-tim-kampanye-daerah-prabowo-gibran-di-jawa-barat;netral;ridwan ketua tim kampanye daerah prabowo gibran kompas com
Ridwan Kamil Jadi Ketua TKD Prabowo-Gibran di Jabar;detikcom;17/11/2023;https://www.detik.com/jabar/berita/d-7042985/ridwan-kamil-jadi-ketua-tkd-prabowo-gibran-di-jabar;netral;ridwan ketua tkd prabowo gibran jabar
Airin Ditunjuk Jadi Ketua Kampanye Prabowo-Gibran di Banten;CNN Indonesia;17/11/2023;https://www.cnnindonesia.com/nasional/20231117193845-617-1025803/airin-ditunjuk-jadi-ketua-kampanye-prabowo-gibran-di-banten;netral;airin ketua kampanye prabowo gibran banten
Jubir TKN: Prabowo-Gibran Simbol Jalan Tengah ...;Politik;17/11/2023;https://politik.rmol.id/read/2023/11/17/597696/jubir-tkn-prabowo-gibran-simbol-jalan-tengah-pembangunan-menuju-indonesia-emas-2045;netral;juru bicara tkn prabowo gibran simbol
Arti Kata 'Gemoy' yang Lekat dengan Pasangan Prabowo-Gibran;detikcom;17/11/2023;https://www.detik.com/bali/berita/d-7041735/arti-kata-gemoy-yang-lekat-dengan-pasangan-prabowo-gibran;netral;gemoy lekat pasang prabowo gibran
"TKN Prabowo-Gibran Bicara Pentingnya Kuasai ""Kolam Besar"", Ungkit 
Kemenangan SBY-Jokowi - Kompas.com";KOMPAS.com;17/11/2023;https://nasional.kompas.com/read/2023/11/17/23053251/tkn-prabowo-gibran-bicara-pentingnya-kuasai-kolam-besar-ungkit-kemenangan;netral;tkn prabowo gibran bicara kuasa kolam ungkit menang sby jokowi kompas com
Aliansi Advokat Indonesia Bersatu Nyatakan Dukungan ke Prabowo-Gibran;detikNews;17/11/2023;https://news.detik.com/pemilu/d-7042855/aliansi-advokat-indonesia-bersatu-nyatakan-dukungan-ke-prabowo-gibran;netral;aliansi advokat indonesia dukung prabowo gibran
TIDAR Targetkan 65 Persen Suara Anak Muda Jatim untuk Prabowo-Gibran;detikcom;17/11/2023;https://www.detik.com/jatim/berita/d-7043100/tidar-targetkan-65-persen-suara-anak-muda-jatim-untuk-prabowo-gibran;netral;tidar target suara muda jatim prabowo gibran
Ini Jadwal Uji Publik Muhammadiyah, Prabowo-Gibran Belum Pasti;Pemilu;17/11/2023;https://pemilu.tempo.co/read/1798124/ini-jadwal-uji-publik-muhammadiyah-prabowo-gibran-belum-pasti;netral;jadwal uji publik muhammadiyah prabowo gibran
Koalisi Indonesia Maju Solo Tasyakuran Rumah Pemenangan Prabowo-Gibran;Soloraya;17/11/2023;https://soloraya.solopos.com/koalisi-indonesia-maju-solo-tasyakuran-rumah-pemenangan-prabowo-gibran-1797798;netral;koalisi indonesia maju solo tasyakur rumah menang prabowo gibran
PAN Dorong Ketua Gerindra Sulsel Andi Iwan Aras Pimpin TKD Prabowo-Gibran;detikcom;17/11/2023;https://www.detik.com/sulsel/berita/d-7042694/pan-dorong-ketua-gerindra-sulsel-andi-iwan-aras-pimpin-tkd-prabowo-gibran;netral;dorong ketua gerindra sulsel andi iwan aras pimpin tkd prabowo gibran
"Prabowo-Gibran Diklaim Bakal Menang Satu Putaran, NasDem: Pemilih Rasional 
Pilih Anies";Nasional;17/11/2023;https://nasional.tempo.co/read/1798035/prabowo-gibran-diklaim-bakal-menang-satu-putaran-nasdem-pemilih-rasional-pilih-anies;netral;prabowo gibran klaim menang putar nasdem pilih rasional pilih anies
Tanggapan Gibran Soal Aiman Sebut Polisi Dikerahkan Menangkan Prabowo;detikcom;17/11/2023;https://www.detik.com/sumut/berita/d-7042341/tanggapan-gibran-soal-aiman-sebut-polisi-dikerahkan-menangkan-prabowo;netral;tanggap gibran polisi kerah menang prabowo
Angka 2 Lambangkan Keberuntungan, Kader Golkar Yakin ...;Politik;17/11/2023;https://politik.rmol.id/read/2023/11/17/597710/angka-2-lambangkan-keberuntungan-kader-golkar-yakin-prabowo-gibran-menang-satu-putaran;netral;lambang untung kader golkar
"Erick Thohir Tak Masuk TKN Prabowo-Gibran, Nusron: Siapa yang Urus Negara 
Kalau Semua Menteri Ditarik? - Kompas.com";KOMPAS.com;17/11/2023;https://nasional.kompas.com/read/2023/11/17/19585401/erick-thohir-tak-masuk-tkn-prabowo-gibran-nusron-siapa-yang-urus-negara;netral;erick thohir tkn prabowo gibran nusron urus negara menteri tarik kompas com
TKN Prabowo-Gibran Targetkan Raih 22 Juta Suara Pemilih ...;Merdeka.com;17/11/2023;https://www.merdeka.com/politik/tkn-prabowo-gibran-targetkan-raih-22-juta-suara-pemilih-muda-di-pilpres-2024-49818-mvk.html;netral;tkn prabowo gibran target raih juta suara pilih
Eks Wagub Sumsel Mawardi Yahya Ditunjuk Jadi Ketua TKD Prabowo-Gibran;Kabar24;17/11/2023;https://kabar24.bisnis.com/read/20231117/15/1715501/eks-wagub-sumsel-mawardi-yahya-ditunjuk-jadi-ketua-tkd-prabowo-gibran;netral;eks wagub sumsel mawardi yahya ketua tkd prabowo gibran
Pasang Target Satu Putaran, TKN Ingin Prabowo-Gibran ...;Jambiupdate.co;17/11/2023;https://www.jambiupdate.co/read/2023/11/17/110006/pasang-target-satu-putaran-tkn-ingin-prabowogibran-menang-di-jambi;netral;pasang target putar tkn prabowo gibran
"TKN Soal Khofifah Akan Jadi Ketua TKD Prabowo-Gibran Jatim: Tunggu Tanggal 
Mainnya";Liputan6.com;17/11/2023;https://www.liputan6.com/pemilu/read/5456356/tkn-soal-khofifah-akan-jadi-ketua-tkd-prabowo-gibran-jatim-tunggu-tanggal-mainnya;netral;tkn khofifah ketua tkd prabowo gibran jatim tunggu tanggal main
PSI Aceh Dukung Tim Hukum Prabowo-Gibran Laporkan MTA ke Polda;Serambinews.com;17/11/2023;https://aceh.tribunnews.com/2023/11/17/psi-aceh-dukung-tim-hukum-prabowo-gibran-laporkan-mta-ke-polda;netral;psi aceh dukung tim hukum prabowo gibran lapor mta polda
Survei Indo Barometer: Prabowo-Gibran Berpotensi Menang 1 Putaran;Berita Jawa Barat Hari Ini;17/11/2023;https://jabar.viva.co.id/news/17061-survei-indo-barometer-prabowo-gibran-berpotensi-menang-1-putaran;netral;survei indo barometer prabowo gibran potensi menang putar
"Prabowo-Gibran Potensial Menang di Jawa Timur Berkah Limpahan Suara 
Pendukung Jokowi - Radar Sidoarjo";Radar Sidoarjo;17/11/2023;https://radarsidoarjo.jawapos.com/politika/853296583/prabowo-gibran-potensial-menang-di-jawa-timur-berkah-limpahan-suara-pendukung-jokowi;netral;prabowo gibran potensial menang timur berkah limpah suara dukung jokowi radar sidoarjo
"Gerindra Sebut 70 Persen Spanduk Prabowo-Gibran di Babel Juga Dirusak OTK - 
harian.disway.id";Harian Disway;17/11/2023;https://harian.disway.id/read/743467/gerindra-sebut-70-persen-spanduk-prabowo-gibran-di-babel-juga-dirusak-otk;netral;gerindra spanduk prabowo gibran babel rusak otk disway
"Gibran Maju Cawapres, Pengamat Nilai Manuver Jokowi Jitu dan Kalkulasinya 
Tepat - Kompas.com";KOMPAS.com;17/11/2023;https://nasional.kompas.com/read/2023/11/17/22113271/gibran-maju-cawapres-pengamat-nilai-manuver-jokowi-jitu-dan-kalkulasinya;netral;gibran maju cawapres nilai manuver jokowi jitu kalkulasi kompas com
"Breaking News: Conny Rumondor Pimpin Tim Kampanye Daerah Prabowo-Gibran di 
Sulut - Manado Post";ManadoPost;17/11/2023;https://manadopost.jawapos.com/politik/283297981/breaking-news-conny-rumondor-pimpin-tim-kampanye-daerah-prabowo-gibran-di-sulut;netral;breaking news conny rumondor pimpin tim kampanye daerah prabowo gibran sulut manado post
Survei Presisi sebut elektabilitas Prabowo-Gibran unggul di Lombok;ANTARA News Mataram, Nusa Tenggara Barat;17/11/2023;https://mataram.antaranews.com/berita/308112/survei-presisi-sebut-elektabilitas-prabowo-gibran-unggul-di-lombok;netral;survei presisi elektabilitas prabowo gibran unggul lombok
Prabowo-Gibran Belum Bisa Hadiri Dialog Muhammadiyah ...;Khazanah;17/11/2023;https://khazanah.republika.co.id/berita/s49q07430/prabowogibran-belum-bisa-hadiri-dialog-muhammadiyah-ternyata-karena-ini;netral;prabowo gibran hadir dialog muhammadiyah
"Bergantung Anak Muda, TKN Prabowo-Gibran Targetkan Gaet 22 Juta Suara 
Pemuda Demi Penentu Kemenangan";Tribunnewsmaker.com;17/11/2023;https://newsmaker.tribunnews.com/2023/11/17/bergantung-anak-muda-tkn-prabowo-gibran-targetkan-gaet-22-juta-suara-pemuda-demi-penentu-kemenangan;netral;gantung muda tkn prabowo gibran target gaet juta suara pemuda menang
"Aiman Witjaksono Dilaporkan Ke Polda Metro, TPN Ganjar-Mahfud Beri 
Pendampingan Hukum - Kompas.com";KOMPAS.com;17/11/2023;https://nasional.kompas.com/read/2023/11/17/18172771/aiman-witjaksono-dilaporkan-ke-polda-metro-tpn-ganjar-mahfud-beri;netral;witjaksono lapor polda metro tpn ganjar mahfud damping hukum kompas com
Aniaya Kekasih dan Hina Polri, Leon Dozan Minta Maaf ke ...;Megapolitan - KOMPAS.com;17/11/2023;https://megapolitan.kompas.com/read/2023/11/17/15423341/aniaya-kekasih-dan-hina-polri-leon-dozan-minta-maaf-ke-korban-dan-kapolri;netral;aniaya kasih hina polri leon dozan maaf
"Mengenal Bagas Kurniawan, Kandidat Doktor IPB yang Maju Jadi Calon Ketum PB 
HMI";Liputan6.com;17/11/2023;https://www.liputan6.com/news/read/5455722/mengenal-bagas-kurniawan-kandidat-doktor-ipb-yang-maju-jadi-calon-ketum-pb-hmi;netral;kenal bagas kurniawan kandidat doktor ipb maju calon tum pb hmi
"Orangtua Harus Tahu, Ajari Anak Menabung Bisa Jadi Pangkal Perilaku 
Konsumtif - Kompas.com";Money Kompas.com;17/11/2023;https://money.kompas.com/read/2023/11/17/053000026/orangtua-harus-tahu-ajari-anak-menabung-bisa-jadi-pangkal-perilaku-konsumtif;netral;orangtua ajar tabung pangkal perilaku konsumtif kompas com
"Viral Unggahan Willy Sulistio Suami Dokter Qory Ungkap Perjalanan Rumah 
Tangga 5 Tahun Tanpa Restu";Sripoku.com;17/11/2023;https://palembang.tribunnews.com/2023/11/17/viral-unggahan-willy-sulistio-suami-dokter-qory-ungkap-perjalanan-rumah-tangga-5-tahun-tanpa-restu;netral;viral unggah willy sulistio suami dokter qory rumah tangga restu
Dianggap Jadi Biang Luberan Minyak di Tugu Jogja, 3 Usaha ...;Harian Jogja;17/11/2023;https://m.harianjogja.com/jogjapolitan/read/2023/11/17/510/1155293/dianggap-jadi-biang-luberan-minyak-di-tugu-jogja-3-usaha-kuliner-ini-terima-surat-teguran;netral;anggap biang luber minyak tugu jogja usaha
PO Sinar Jaya Buka Trayek Bogor-Terminal Bawang, Pakai ...;Kompas Otomotif;17/11/2023;https://otomotif.kompas.com/read/2023/11/17/104200715/po-sinar-jaya-buka-trayek-bogor-terminal-bawang-pakai-bus-eksekutif-;netral;po sinar jaya trayek bogor terminal bawang pakai
Konsep untuk Prabowo-Gibran Siap Antarkan Kemenangan ...;Politik;18/11/2023;https://politik.rmol.id/read/2023/11/18/597807/konsep-untuk-prabowo-gibran-siap-antarkan-kemenangan-satu-putaran-pilpres-2024;netral;konsep prabowo gibran menang
Budayawan Sunda Nyatakan Loyal Dukung Prabowo-Gibran di 2024;detikNews;18/11/2023;https://news.detik.com/pemilu/d-7044312/budayawan-sunda-nyatakan-loyal-dukung-prabowo-gibran-di-2024;netral;budayawan sunda loyal dukung prabowo gibran
Ini 17 Program Prioritas Prabowo-Gibran¸ Diantaranya ...;IMCNEWS;18/11/2023;https://imcnews.id/read/2023/11/18/22391/ini-17-program-prioritas-prabowogibran%C2%B8-diantaranya-bangun-perumahan-gen-z-dan-milenial;netral;program prioritas prabowo gibran
Relawan Matahari Pagi Deklarasi Dukung Prabowo-Gibran di Pilpres 2024;detikNews;18/11/2023;https://news.detik.com/pemilu/d-7044367/relawan-matahari-pagi-deklarasi-dukung-prabowo-gibran-di-pilpres-2024;netral;rawan matahari pagi deklarasi dukung prabowo gibran pilpres
Relawan Matahari Pagi Resmi Dukung Prabowo-Gibran Pada Pilpres 2024;tvOneNews.com;18/11/2023;https://www.tvonenews.com/berita/nasional/167745-relawan-matahari-pagi-resmi-dukung-prabowo-gibran-pada-pilpres-2024;netral;rawan matahari pagi resmi dukung prabowo gibran pilpres
"Akan Teruskan Program Jokowi jika Jadi Presiden, Prabowo: Saya Sangat 
Sayang Beliau, Tidak Menjilat... - Kompas.com";KOMPAS.com;18/11/2023;https://nasional.kompas.com/read/2023/11/18/21242801/akan-teruskan-program-jokowi-jika-jadi-presiden-prabowo-saya-sangat-sayang;positif;program jokowi presiden prabowo sayang jilat kompas com
Berbaju Biru Ala TKN Prabowo-Gibran, Bobby: Biar Mirip Aja;Detik;18/11/2023;https://www.detik.com/sumut/berita/d-7044139/berbaju-biru-ala-tkn-prabowo-gibran-bobby-biar-mirip-aja;netral;baju biru tkn prabowo gibran bobby biar mirip
Potensi Duet RK dan Demul untuk Pemenangan Prabowo-Gibran di Jabar;Detik;18/11/2023;https://www.detik.com/jabar/berita/d-7043943/potensi-duet-rk-dan-demul-untuk-pemenangan-prabowo-gibran-di-jabar;netral;potensi duet demul menang prabowo gibran jabar
Jubir TKN: Prabowo-Gibran Siapkan Dana Riset 2% dari Kue Ekonomi Nasional;detikNews;18/11/2023;https://news.detik.com/pemilu/d-7044012/jubir-tkn-prabowo-gibran-siapkan-dana-riset-2-dari-kue-ekonomi-nasional;netral;juru bicara tkn prabowo gibran dana riset kue ekonomi nasional
"Syukuran Prabowo - Gibran Lolos Capres dan Cawapres di KPU, Relawan di Solo 
Gelar Aksi Cukur Gundul";Nasional;18/11/2023;https://nasional.tempo.co/read/1798310/syukuran-prabowo-gibran-lolos-capres-dan-cawapres-di-kpu-relawan-di-solo-gelar-aksi-cukur-gundul;netral;syukur prabowo gibran lolos capres cawapres kpu rawan solo gelar aksi cukur gundul
Prabowo-Gibran Bidik Separuh Lebih Suara Pemilih Muda di Jatim - Kompas.com;Surabaya;18/11/2023;https://surabaya.kompas.com/read/2023/11/18/113249478/prabowo-gibran-bidik-separuh-lebih-suara-pemilih-muda-di-jatim;netral;prabowo gibran bidik paruh suara pilih muda jatim kompas com
"Nusron Wahid Klaim Prabowo-Gibran Bakal Menang Satu Putaran Jika Menang di 
Dua Kolam Besar";Nasional;18/11/2023;https://nasional.tempo.co/read/1798350/nusron-wahid-klaim-prabowo-gibran-bakal-menang-satu-putaran-jika-menang-di-dua-kolam-besar;netral;nusron wahid klaim prabowo gibran menang putar menang kolam
SBY-AHY Turun Gunung ke Jatim untuk Menangkan Pileg dan Prabowo-Gibran;detikNews;18/11/2023;https://news.detik.com/pemilu/d-7043928/sby-ahy-turun-gunung-ke-jatim-untuk-menangkan-pileg-dan-prabowo-gibran;netral;sby ahy turun gunung jatim menang pileg prabowo gibran
Soal Pakta Integritas, TKN Prabowo Gibran: Becik Ketitik Olo ...;Politik;18/11/2023;https://politik.rmol.id/read/2023/11/18/597792/soal-pakta-integritas-tkn-prabowo-gibran-becik-ketitik-olo-ketoro;netral;pakta integritas tkn prabowo gibran becik titik
"Prabowo dan Gibran Dipastikan Hadir Uji Publik PP Muhammadiyah Jumat Pekan 
Depan";Nasional;18/11/2023;https://nasional.tempo.co/read/1798415/prabowo-dan-gibran-dipastikan-hadir-uji-publik-pp-muhammadiyah-jumat-pekan-depan;netral;prabowo gibran hadir uji publik pulang pergi muhammadiyah jumat
"Terpilih Ketua Projo Jatim, menantu Pakde Karwo fokus menangkan 
Prabowo-Gibran";Antara News jatim;18/11/2023;https://jatim.antaranews.com/berita/747639/terpilih-ketua-projo-jatim-menantu-pakde-karwo-fokus-menangkan-prabowo-gibran;netral;pilih ketua projo jatim menantu pakde karwo fokus menang prabowo gibran
